id,guidislink,link,updated,updated_parsed,published,published_parsed,title,title_detail,summary,summary_detail,authors,author_detail,author,arxiv_doi,links,arxiv_comment,arxiv_primary_category,tags
http://arxiv.org/abs/2006.01928v1,True,http://arxiv.org/abs/2006.01928v1,2020-06-02T20:33:02Z,"time.struct_time(tm_year=2020, tm_mon=6, tm_mday=2, tm_hour=20, tm_min=33, tm_sec=2, tm_wday=1, tm_yday=154, tm_isdst=0)",2020-06-02T20:33:02Z,"time.struct_time(tm_year=2020, tm_mon=6, tm_mday=2, tm_hour=20, tm_min=33, tm_sec=2, tm_wday=1, tm_yday=154, tm_isdst=0)",Water Assisted Proton Transport in Confined Nanochannels,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Water Assisted Proton Transport in Confined Nanochannels'}","Hydrated excess protons under hydrophobic confinement are a critical
component of charge transport behavior and reactivity in nanoporous materials
and biomolecular systems. Herein excess proton confinement effects are
computationally investigated for sub-2 nm hydrophobic nanopores by varying the
diameters (d = 0.81, 0.95, 1.09, 1.22, 1.36, 1.63, and 1.90 nm), lengths (l ~3
and ~5 nm), curvature, and chirality of cylindrical carbon nanotube (CNT)
nanopores. CNTs with a combination of different diameter segments are also
explored. The spatial distribution of water molecules under confinement are
diameter-dependent; however, proton solvation and transport is consistently
found to occur in the water layer adjacent to the pore wall, showing an
""amphiphilic"" character of the hydrated excess proton hydronium-like structure.
The proton transport free energy barrier also decreases significantly as the
nanopore diameter increases and proton transport becomes almost barrierless in
the d > 1 nm nanopores. Among the nanopores studied, the Zundel cation
(${H_{5}O_{2}}^{+}$) is populated only in the d = 0.95 nm CNT (7,7) nanopore.
The presence of the hydrated excess proton and $K^{+}$ inside the CNT (7,7)
nanopore induces a water density increase by 40 and 20%, respectively. The
$K^{+}$ transport through CNT nanopores is also consistently higher in free
energy barrier than proton transport. Interestingly, the evolution of excess
protonic charge defect distribution reveals a ""frozen"" single water wire
configuration in the d = 0.81 nm CNT (6,6) nanopore (or segment), through which
hydrated excess protons can only shuttle via the Grotthuss mechanism. Vehicular
diffusion becomes relevant to proton transport in the ""flat"" free energy
regions and in the wider nanopores, where protons do not primarily shuttle in
the axial direction.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Hydrated excess protons under hydrophobic confinement are a critical\ncomponent of charge transport behavior and reactivity in nanoporous materials\nand biomolecular systems. Herein excess proton confinement effects are\ncomputationally investigated for sub-2 nm hydrophobic nanopores by varying the\ndiameters (d = 0.81, 0.95, 1.09, 1.22, 1.36, 1.63, and 1.90 nm), lengths (l ~3\nand ~5 nm), curvature, and chirality of cylindrical carbon nanotube (CNT)\nnanopores. CNTs with a combination of different diameter segments are also\nexplored. The spatial distribution of water molecules under confinement are\ndiameter-dependent; however, proton solvation and transport is consistently\nfound to occur in the water layer adjacent to the pore wall, showing an\n""amphiphilic"" character of the hydrated excess proton hydronium-like structure.\nThe proton transport free energy barrier also decreases significantly as the\nnanopore diameter increases and proton transport becomes almost barrierless in\nthe d > 1 nm nanopores. Among the nanopores studied, the Zundel cation\n(${H_{5}O_{2}}^{+}$) is populated only in the d = 0.95 nm CNT (7,7) nanopore.\nThe presence of the hydrated excess proton and $K^{+}$ inside the CNT (7,7)\nnanopore induces a water density increase by 40 and 20%, respectively. The\n$K^{+}$ transport through CNT nanopores is also consistently higher in free\nenergy barrier than proton transport. Interestingly, the evolution of excess\nprotonic charge defect distribution reveals a ""frozen"" single water wire\nconfiguration in the d = 0.81 nm CNT (6,6) nanopore (or segment), through which\nhydrated excess protons can only shuttle via the Grotthuss mechanism. Vehicular\ndiffusion becomes relevant to proton transport in the ""flat"" free energy\nregions and in the wider nanopores, where protons do not primarily shuttle in\nthe axial direction.'}","[{'name': 'Xinyou Ma'}, {'name': 'Chenghan Li'}, {'name': 'Alex B. F. Martinson'}, {'name': 'Gregory A. Voth'}]",{'name': 'Gregory A. Voth'},Gregory A. Voth,,"[{'href': 'http://arxiv.org/abs/2006.01928v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/2006.01928v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'cond-mat.soft', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'cond-mat.soft', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'cond-mat.mtrl-sci', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'physics.chem-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/hep-ex/0612049v1,True,http://arxiv.org/abs/hep-ex/0612049v1,2006-12-21T14:46:57Z,"time.struct_time(tm_year=2006, tm_mon=12, tm_mday=21, tm_hour=14, tm_min=46, tm_sec=57, tm_wday=3, tm_yday=355, tm_isdst=0)",2006-12-21T14:46:57Z,"time.struct_time(tm_year=2006, tm_mon=12, tm_mday=21, tm_hour=14, tm_min=46, tm_sec=57, tm_wday=3, tm_yday=355, tm_isdst=0)","TOTEM: The experiment to measure the total proton-proton cross section
  at LHC","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'TOTEM: The experiment to measure the total proton-proton cross section\n  at LHC'}","The current large uncertainty on the extrapolation of the proton-proton total
cross section at the LHC energy will be resolved by the precise measurement by
the TOTEM experiment. Its accurate studies on the basic properties of
proton-proton collisions at the maximum accelerator energy could provide a
significant contribution to the understanding of cosmic ray physics.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'The current large uncertainty on the extrapolation of the proton-proton total\ncross section at the LHC energy will be resolved by the precise measurement by\nthe TOTEM experiment. Its accurate studies on the basic properties of\nproton-proton collisions at the maximum accelerator energy could provide a\nsignificant contribution to the understanding of cosmic ray physics.'}",[{'name': 'Stefano Lami'}],{'name': 'Stefano Lami'},Stefano Lami,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1016/j.nuclphysbps.2007.10.006', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/hep-ex/0612049v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/hep-ex/0612049v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'hep-ex', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'hep-ex', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/hep-ph/9712272v1,True,http://arxiv.org/abs/hep-ph/9712272v1,1997-12-05T07:05:23Z,"time.struct_time(tm_year=1997, tm_mon=12, tm_mday=5, tm_hour=7, tm_min=5, tm_sec=23, tm_wday=4, tm_yday=339, tm_isdst=0)",1997-12-05T07:05:23Z,"time.struct_time(tm_year=1997, tm_mon=12, tm_mday=5, tm_hour=7, tm_min=5, tm_sec=23, tm_wday=4, tm_yday=339, tm_isdst=0)",Quark Contributions to the Proton Spin and Tensor Charge,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Quark Contributions to the Proton Spin and Tensor Charge'}","I calculate the quark contributions to the axial and tensor charges and the
spin structure of the proton. The result indicates that the valence current
quark spins carry 1/3 of the proton spin, the total contribution of quark spins
to the proton spin satisfies $\Delta \Sigma = 1/3 + \Delta \Sigma_{sea} \le
1/3$, and the quarks (their spin plus orbital contributions) contribute about
one half of the proton spin at scale of 1 $GeV$. The valence current quark
contributions to the proton tensor charge are also obtained.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'I calculate the quark contributions to the axial and tensor charges and the\nspin structure of the proton. The result indicates that the valence current\nquark spins carry 1/3 of the proton spin, the total contribution of quark spins\nto the proton spin satisfies $\\Delta \\Sigma = 1/3 + \\Delta \\Sigma_{sea} \\le\n1/3$, and the quarks (their spin plus orbital contributions) contribute about\none half of the proton spin at scale of 1 $GeV$. The valence current quark\ncontributions to the proton tensor charge are also obtained.'}",[{'name': 'Han-xin He'}],{'name': 'Han-xin He'},Han-xin He,,"[{'href': 'http://arxiv.org/abs/hep-ph/9712272v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/hep-ph/9712272v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/hep-ph/0105020v1,True,http://arxiv.org/abs/hep-ph/0105020v1,2001-05-02T15:03:16Z,"time.struct_time(tm_year=2001, tm_mon=5, tm_mday=2, tm_hour=15, tm_min=3, tm_sec=16, tm_wday=2, tm_yday=122, tm_isdst=0)",2001-05-02T15:03:16Z,"time.struct_time(tm_year=2001, tm_mon=5, tm_mday=2, tm_hour=15, tm_min=3, tm_sec=16, tm_wday=2, tm_yday=122, tm_isdst=0)",Strangeness Suppression in Proton-Proton Collisions,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Strangeness Suppression in Proton-Proton Collisions'}","We analyse strangeness production in proton-proton (pp) collisions at SPS and
RHIC energies, using the recently advanced NeXus approach. After having
verified that the model reproduces well the existing data, we interpret the
results: strangeness is suppressed in proton-proton collisions at SPS energy as
compared to electron-positron (e+e-) annihilation due to the limited masses of
the strings produced in the reaction, whereas high energy pp and e+e-
collisions agree quantitatively . Thus strangeness suppression at SPS energies
is a consequence of the limited phase-space available in string fragmentation.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'We analyse strangeness production in proton-proton (pp) collisions at SPS and\nRHIC energies, using the recently advanced NeXus approach. After having\nverified that the model reproduces well the existing data, we interpret the\nresults: strangeness is suppressed in proton-proton collisions at SPS energy as\ncompared to electron-positron (e+e-) annihilation due to the limited masses of\nthe strings produced in the reaction, whereas high energy pp and e+e-\ncollisions agree quantitatively . Thus strangeness suppression at SPS energies\nis a consequence of the limited phase-space available in string fragmentation.'}","[{'name': 'Hans-Joachim Drescher'}, {'name': 'Joerg Aichelin'}, {'name': 'Klaus Werner'}]",{'name': 'Klaus Werner'},Klaus Werner,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1103/PhysRevD.65.057501', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/hep-ph/0105020v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/hep-ph/0105020v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/hep-ph/0106169v1,True,http://arxiv.org/abs/hep-ph/0106169v1,2001-06-15T10:58:15Z,"time.struct_time(tm_year=2001, tm_mon=6, tm_mday=15, tm_hour=10, tm_min=58, tm_sec=15, tm_wday=4, tm_yday=166, tm_isdst=0)",2001-06-15T10:58:15Z,"time.struct_time(tm_year=2001, tm_mon=6, tm_mday=15, tm_hour=10, tm_min=58, tm_sec=15, tm_wday=4, tm_yday=166, tm_isdst=0)",A Comprehensive Approach to Structure Functions,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'A Comprehensive Approach to Structure Functions'}","We present a model based on a dipole picture with a hard and a soft pomeron
in which large dipoles couple to the soft pomeron and small dipoles couple to
the hard pomeron. The parameters in the model are fixed by proton-proton
scattering and the proton structure function. The model is then applied
successfully to the proton charm structure function, the proton longitudinal
structure function, J/psi photoproduction, deep virtual Compton scattering, the
real photon-proton total cross section, the real photon-photon cross section,
and the photon structure function. Differences between our predictions and data
on charm production in real photon-photon interactions and the virtual
gamma-gamma cross section are discussed.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'We present a model based on a dipole picture with a hard and a soft pomeron\nin which large dipoles couple to the soft pomeron and small dipoles couple to\nthe hard pomeron. The parameters in the model are fixed by proton-proton\nscattering and the proton structure function. The model is then applied\nsuccessfully to the proton charm structure function, the proton longitudinal\nstructure function, J/psi photoproduction, deep virtual Compton scattering, the\nreal photon-proton total cross section, the real photon-photon cross section,\nand the photon structure function. Differences between our predictions and data\non charm production in real photon-photon interactions and the virtual\ngamma-gamma cross section are discussed.'}","[{'name': 'A Donnachie'}, {'name': 'H G Dosch'}]",{'name': 'H G Dosch'},H G Dosch,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1103/PhysRevD.65.014019', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/hep-ph/0106169v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/hep-ph/0106169v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/hep-ph/0108118v3,True,http://arxiv.org/abs/hep-ph/0108118v3,2002-12-20T19:06:55Z,"time.struct_time(tm_year=2002, tm_mon=12, tm_mday=20, tm_hour=19, tm_min=6, tm_sec=55, tm_wday=4, tm_yday=354, tm_isdst=0)",2001-08-14T14:22:34Z,"time.struct_time(tm_year=2001, tm_mon=8, tm_mday=14, tm_hour=14, tm_min=22, tm_sec=34, tm_wday=1, tm_yday=226, tm_isdst=0)","Proton-Proton Total Cross-Sections from the Window of Cosmic Ray
  Experiments","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Proton-Proton Total Cross-Sections from the Window of Cosmic Ray\n  Experiments'}","The importance of cosmic-ray experimental measurements of proton-proton total
cross sections to understand the underlying fundamental dynamics is discussed.
It is shown that early discovered global structure of proton-proton total cross
section [5,17] is completely compatible with the values obtained from
cosmic-ray experiments.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'The importance of cosmic-ray experimental measurements of proton-proton total\ncross sections to understand the underlying fundamental dynamics is discussed.\nIt is shown that early discovered global structure of proton-proton total cross\nsection [5,17] is completely compatible with the values obtained from\ncosmic-ray experiments.'}",[{'name': 'A. A. Arkhipov'}],{'name': 'A. A. Arkhipov'},A. A. Arkhipov,,"[{'href': 'http://arxiv.org/abs/hep-ph/0108118v3', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/hep-ph/0108118v3', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'astro-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/hep-ph/0307204v2,True,http://arxiv.org/abs/hep-ph/0307204v2,2003-09-02T18:26:04Z,"time.struct_time(tm_year=2003, tm_mon=9, tm_mday=2, tm_hour=18, tm_min=26, tm_sec=4, tm_wday=1, tm_yday=245, tm_isdst=0)",2003-07-16T15:01:34Z,"time.struct_time(tm_year=2003, tm_mon=7, tm_mday=16, tm_hour=15, tm_min=1, tm_sec=34, tm_wday=2, tm_yday=197, tm_isdst=0)",Hadron Production in Proton-Proton Scattering in NEXUS3,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Hadron Production in Proton-Proton Scattering in NEXUS3'}","Using the recently introduced model NEXUS 3, we calculate for proton-proton,
neutron-proton and antiproton-proton collisions the excitation function of
particle yields and of average transverse momenta of different particle species
as well as rapidity, x_{F} and transverse momentum distributions. Our results
are compared with available data in between sqrt{s} = 5 GeV and 65 GeV. We find
for all observables quite nice agreement with data what make this model to a
useful tool to study particle production in elementary hadronic reactions.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Using the recently introduced model NEXUS 3, we calculate for proton-proton,\nneutron-proton and antiproton-proton collisions the excitation function of\nparticle yields and of average transverse momenta of different particle species\nas well as rapidity, x_{F} and transverse momentum distributions. Our results\nare compared with available data in between sqrt{s} = 5 GeV and 65 GeV. We find\nfor all observables quite nice agreement with data what make this model to a\nuseful tool to study particle production in elementary hadronic reactions.'}","[{'name': 'F. M. Liu'}, {'name': 'T. Pierog'}, {'name': 'J. Aichelin'}, {'name': 'K. Werner'}]",{'name': 'K. Werner'},K. Werner,,"[{'href': 'http://arxiv.org/abs/hep-ph/0307204v2', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/hep-ph/0307204v2', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/hep-ph/0611287v1,True,http://arxiv.org/abs/hep-ph/0611287v1,2006-11-22T11:45:37Z,"time.struct_time(tm_year=2006, tm_mon=11, tm_mday=22, tm_hour=11, tm_min=45, tm_sec=37, tm_wday=2, tm_yday=326, tm_isdst=0)",2006-11-22T11:45:37Z,"time.struct_time(tm_year=2006, tm_mon=11, tm_mday=22, tm_hour=11, tm_min=45, tm_sec=37, tm_wday=2, tm_yday=326, tm_isdst=0)",Recoil proton distribution in high energy photoproduction processes,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Recoil proton distribution in high energy photoproduction processes'}","For high energy linearly polarized photon--proton scattering we have
calculated the azimuthal and polar angle distributions in inclusive on recoil
proton experimental setup. We have taken into account the production of lepton
and pseudoscalar meson charged pairs. The typical values of cross sections are
of order of hundreds of picobarn. The size of polarization effects are of order
of several percents. The results are generalized for the case of
electroproduction processes on the proton at rest and for high energy proton
production process on resting proton.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'For high energy linearly polarized photon--proton scattering we have\ncalculated the azimuthal and polar angle distributions in inclusive on recoil\nproton experimental setup. We have taken into account the production of lepton\nand pseudoscalar meson charged pairs. The typical values of cross sections are\nof order of hundreds of picobarn. The size of polarization effects are of order\nof several percents. The results are generalized for the case of\nelectroproduction processes on the proton at rest and for high energy proton\nproduction process on resting proton.'}","[{'name': 'E. Bartos'}, {'name': 'E. A. Kuraev'}, {'name': 'Yu. P. Peresunko'}, {'name': 'E. A. Vinokurov'}]",{'name': 'E. A. Vinokurov'},E. A. Vinokurov,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1140/epjc/s10052-007-0363-y', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/hep-ph/0611287v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/hep-ph/0611287v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/nucl-ex/0102001v1,True,http://arxiv.org/abs/nucl-ex/0102001v1,2001-02-03T00:15:28Z,"time.struct_time(tm_year=2001, tm_mon=2, tm_mday=3, tm_hour=0, tm_min=15, tm_sec=28, tm_wday=5, tm_yday=34, tm_isdst=0)",2001-02-03T00:15:28Z,"time.struct_time(tm_year=2001, tm_mon=2, tm_mday=3, tm_hour=0, tm_min=15, tm_sec=28, tm_wday=5, tm_yday=34, tm_isdst=0)",Strange Magnetism and the Anapole Structure of the Proton,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Strange Magnetism and the Anapole Structure of the Proton'}","The violation of mirror symmetry in the weak force provides a powerful tool
to study the internal structure of the proton. Experimental results have been
obtained that address the role of strange quarks in generating nuclear
magnetism. The measurement reported here provides an unambiguous constraint on
strange quark contributions to the proton's magnetic moment through the
electron-proton weak interaction. We also report evidence for the existence of
a parity-violating electromagnetic effect known as the anapole moment of the
proton. The proton's anapole moment is not yet well understood theoretically,
but it could have important implications for precision weak interaction studies
in atomic systems such as cesium.","{'type': 'text/plain', 'language': None, 'base': '', 'value': ""The violation of mirror symmetry in the weak force provides a powerful tool\nto study the internal structure of the proton. Experimental results have been\nobtained that address the role of strange quarks in generating nuclear\nmagnetism. The measurement reported here provides an unambiguous constraint on\nstrange quark contributions to the proton's magnetic moment through the\nelectron-proton weak interaction. We also report evidence for the existence of\na parity-violating electromagnetic effect known as the anapole moment of the\nproton. The proton's anapole moment is not yet well understood theoretically,\nbut it could have important implications for precision weak interaction studies\nin atomic systems such as cesium.""}","[{'name': 'SAMPLE collaboration'}, {'name': 'R. Hasty'}]",{'name': 'R. Hasty'},R. Hasty,,"[{'href': 'http://arxiv.org/abs/nucl-ex/0102001v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/nucl-ex/0102001v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'nucl-ex', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nucl-ex', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/nucl-ex/0212002v1,True,http://arxiv.org/abs/nucl-ex/0212002v1,2002-12-02T14:02:25Z,"time.struct_time(tm_year=2002, tm_mon=12, tm_mday=2, tm_hour=14, tm_min=2, tm_sec=25, tm_wday=0, tm_yday=336, tm_isdst=0)",2002-12-02T14:02:25Z,"time.struct_time(tm_year=2002, tm_mon=12, tm_mday=2, tm_hour=14, tm_min=2, tm_sec=25, tm_wday=0, tm_yday=336, tm_isdst=0)",Rapidity Dependence of Net-protons at sqrt(s_NN) = 200 GeV,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Rapidity Dependence of Net-protons at sqrt(s_NN) = 200 GeV'}","The BRAHMS collaboration has measured inclusive proton and anti-proton
spectra at several rapidities (0 < y < 3) for Au+Au collisions at sqrt(s_NN) =
200 GeV. Rapidity densities of protons, anti-protons, and net-protons
[N(p)-N(p-bar)] are presented as a function of rapidity.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'The BRAHMS collaboration has measured inclusive proton and anti-proton\nspectra at several rapidities (0 < y < 3) for Au+Au collisions at sqrt(s_NN) =\n200 GeV. Rapidity densities of protons, anti-protons, and net-protons\n[N(p)-N(p-bar)] are presented as a function of rapidity.'}",[{'name': 'Peter Christiansen'}],{'name': 'Peter Christiansen'},Peter Christiansen,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1016/S0375-9474(03)01040-6', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/nucl-ex/0212002v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/nucl-ex/0212002v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'nucl-ex', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nucl-ex', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/nucl-th/9809030v1,True,http://arxiv.org/abs/nucl-th/9809030v1,1998-09-10T14:02:06Z,"time.struct_time(tm_year=1998, tm_mon=9, tm_mday=10, tm_hour=14, tm_min=2, tm_sec=6, tm_wday=3, tm_yday=253, tm_isdst=0)",1998-09-10T14:02:06Z,"time.struct_time(tm_year=1998, tm_mon=9, tm_mday=10, tm_hour=14, tm_min=2, tm_sec=6, tm_wday=3, tm_yday=253, tm_isdst=0)","Relativistic Hartree-Bogoliubov description of the deformed ground-state
  proton emitters","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Relativistic Hartree-Bogoliubov description of the deformed ground-state\n  proton emitters'}","Ground-state properties of deformed proton-rich odd-Z nuclei in the region
$59 \leq Z \leq 69$ are described in the framework of Relativistic Hartree
Bogoliubov (RHB) theory. One-proton separation energies and ground-state
quadrupole deformations that result from fully self-consistent microscopic
calculations are compared with available experimental data. The model predicts
the location of the proton drip-line, the properties of proton emitters beyond
the drip-line, and provides information about the deformed single-particle
orbitals occupied by the odd valence proton.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Ground-state properties of deformed proton-rich odd-Z nuclei in the region\n$59 \\leq Z \\leq 69$ are described in the framework of Relativistic Hartree\nBogoliubov (RHB) theory. One-proton separation energies and ground-state\nquadrupole deformations that result from fully self-consistent microscopic\ncalculations are compared with available experimental data. The model predicts\nthe location of the proton drip-line, the properties of proton emitters beyond\nthe drip-line, and provides information about the deformed single-particle\norbitals occupied by the odd valence proton.'}","[{'name': 'Vretenar'}, {'name': 'G. A. Lalazissis'}, {'name': 'P. Ring'}]",{'name': 'P. Ring'},P. Ring,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1103/PhysRevLett.82.4595', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/nucl-th/9809030v1', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/nucl-th/9809030v1', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
http://arxiv.org/abs/nucl-th/9903012v2,True,http://arxiv.org/abs/nucl-th/9903012v2,1999-03-29T16:40:34Z,"time.struct_time(tm_year=1999, tm_mon=3, tm_mday=29, tm_hour=16, tm_min=40, tm_sec=34, tm_wday=0, tm_yday=88, tm_isdst=0)",1999-03-04T21:55:11Z,"time.struct_time(tm_year=1999, tm_mon=3, tm_mday=4, tm_hour=21, tm_min=55, tm_sec=11, tm_wday=3, tm_yday=63, tm_isdst=0)",Saturating Cronin effect in ultrarelativistic proton-nucleus collisions,"{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Saturating Cronin effect in ultrarelativistic proton-nucleus collisions'}","Pion and photon production cross sections are analyzed in proton-proton and
proton-nucleus collisions at energies 20 GeV < s^1/2 < 60 GeV. We separate the
proton-proton and nuclear contributions to transverse-momentum broadening and
suggest a new mechanism for the nuclear enhancement in the high
transverse-momentum region.","{'type': 'text/plain', 'language': None, 'base': '', 'value': 'Pion and photon production cross sections are analyzed in proton-proton and\nproton-nucleus collisions at energies 20 GeV < s^1/2 < 60 GeV. We separate the\nproton-proton and nuclear contributions to transverse-momentum broadening and\nsuggest a new mechanism for the nuclear enhancement in the high\ntransverse-momentum region.'}","[{'name': 'Gabor Papp'}, {'name': 'Peter Levai'}, {'name': 'George Fai'}]",{'name': 'George Fai'},George Fai,,"[{'title': 'doi', 'href': 'http://dx.doi.org/10.1103/PhysRevC.61.021902', 'rel': 'related', 'type': 'text/html'}, {'href': 'http://arxiv.org/abs/nucl-th/9903012v2', 'rel': 'alternate', 'type': 'text/html'}, {'title': 'pdf', 'href': 'http://arxiv.org/pdf/nucl-th/9903012v2', 'rel': 'related', 'type': 'application/pdf'}]",,"{'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom'}","[{'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'nucl-ex', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
